Year,Region,Value
2015,Ukraine,25.1
2015,Autonomous Republic of Crimea,
2015,Vinnytsya,32.7
2015,Volyn,27.5
2015,Dnipropetrovsk,30.5
2015,Donetsk,16.0
2015,Zhytomyr,26.2
2015,Zakarpattya,37.9
2015,Zaporizhzhya,20.9
2015,Ivano-Frankivsk,34.7
2015,Kyiv,26.3
2015,Kirovohrad,27.1
2015,Luhansk,24.5
2015,Lviv,32.7
2015,Mykolayiv,26.4
2015,Odesa,30.2
2015,Poltava,21.0
2015,Rivne,35.8
2015,Sumy,22.6
2015,Ternopil,31.4
2015,Kharkiv,34.0
2015,Kherson,31.9
2015,Khmelnytskiy,30.9
2015,Cherkasy,29.6
2015,Chernivtsi,23.1
2015,Chernihiv,22.9
2015,the city of Kyiv,24.4
2015,city Sevastopol,
2016,Ukraine,27.8
2016,Autonomous Republic of Crimea,
2016,Vinnytsya,34.4
2016,Volyn,27.3
2016,Dnipropetrovsk,30.4
2016,Donetsk,26.3
2016,Zhytomyr,22.5
2016,Zakarpattya,33.8
2016,Zaporizhzhya,24.1
2016,Ivano-Frankivsk,32.8
2016,Kyiv,30.1
2016,Kirovohrad,21.4
2016,Luhansk,27.0
2016,Lviv,32.5
2016,Mykolayiv,23.4
2016,Odesa,29.4
2016,Poltava,21.5
2016,Rivne,28.8
2016,Sumy,20.9
2016,Ternopil,35.1
2016,Kharkiv,35.4
2016,Kherson,31.2
2016,Khmelnytskiy,26.4
2016,Cherkasy,29.2
2016,Chernivtsi,25.0
2016,Chernihiv,19.5
2016,the city of Kyiv,29.4
2016,city Sevastopol,
2017,Ukraine,35.1
2017,Autonomous Republic of Crimea,
2017,Vinnytsya,33.8
2017,Volyn,36.0
2017,Dnipropetrovsk,41.8
2017,Donetsk,38.7
2017,Zhytomyr,30.5
2017,Zakarpattya,31.3
2017,Zaporizhzhya,29.2
2017,Ivano-Frankivsk,36.7
2017,Kyiv,27.0
2017,Kirovohrad,28.9
2017,Luhansk,33.7
2017,Lviv,30.0
2017,Mykolayiv,32.5
2017,Odesa,35.8
2017,Poltava,29.8
2017,Rivne,30.3
2017,Sumy,30.7
2017,Ternopil,34.2
2017,Kharkiv,39.8
2017,Kherson,37.9
2017,Khmelnytskiy,26.1
2017,Cherkasy,36.7
2017,Chernivtsi,16.3
2017,Chernihiv,31.0
2017,the city of Kyiv,33.3
2017,city Sevastopol,
2018,Ukraine,37.8
2018,Autonomous Republic of Crimea,
2018,Vinnytsya,36.9
2018,Volyn,44.7
2018,Dnipropetrovsk,39.8
2018,Donetsk,44.0
2018,Zhytomyr,32.7
2018,Zakarpattya,36.5
2018,Zaporizhzhya,30.5
2018,Ivano-Frankivsk,43.6
2018,Kyiv,34.0
2018,Kirovohrad,29.9
2018,Luhansk,38.8
2018,Lviv,39.5
2018,Mykolayiv,30.8
2018,Odesa,31.7
2018,Poltava,31.4
2018,Rivne,40.7
2018,Sumy,32.1
2018,Ternopil,34.3
2018,Kharkiv,38.4
2018,Kherson,36.5
2018,Khmelnytskiy,36.0
2018,Cherkasy,33.8
2018,Chernivtsi,30.8
2018,Chernihiv,34.6
2018,the city of Kyiv,35.5
2018,city Sevastopol,
2019,Ukraine,36.2
2019,Autonomous Republic of Crimea,
2019,Vinnytsya,36.3
2019,Volyn,39.7
2019,Dnipropetrovsk,39.4
2019,Donetsk,42.5
2019,Zhytomyr,19.9
2019,Zakarpattya,42.9
2019,Zaporizhzhya,33.7
2019,Ivano-Frankivsk,44.4
2019,Kyiv,34.6
2019,Kirovohrad,20.4
2019,Luhansk,38.1
2019,Lviv,29.3
2019,Mykolayiv,28.5
2019,Odesa,38.5
2019,Poltava,31.3
2019,Rivne,36.5
2019,Sumy,23.3
2019,Ternopil,27.4
2019,Kharkiv,34.8
2019,Kherson,34.9
2019,Khmelnytskiy,29.4
2019,Cherkasy,36.8
2019,Chernivtsi,19.5
2019,Chernihiv,30.9
2019,the city of Kyiv,34.1
2019,city Sevastopol,
2020,Ukraine,28.8
2020,Autonomous Republic of Crimea,
2020,Vinnytsya,28.8
2020,Volyn,26.5
2020,Dnipropetrovsk,30.8
2020,Donetsk,32.6
2020,Zhytomyr,26.5
2020,Zakarpattya,22.7
2020,Zaporizhzhya,28.6
2020,Ivano-Frankivsk,33.7
2020,Kyiv,25.2
2020,Kirovohrad,20.4
2020,Luhansk,32.9
2020,Lviv,23.8
2020,Mykolayiv,25.6
2020,Odesa,21.3
2020,Poltava,23.8
2020,Rivne,30.6
2020,Sumy,22.3
2020,Ternopil,24.1
2020,Kharkiv,29.4
2020,Kherson,34.0
2020,Khmelnytskiy,32.4
2020,Cherkasy,25.0
2020,Chernivtsi,16.7
2020,Chernihiv,27.4
2020,the city of Kyiv,26.2
2020,city Sevastopol,
2021,Ukraine,29.5
2021,Autonomous Republic of Crimea,
2021,Vinnytsya,27.0
2021,Volyn,30.6
2021,Dnipropetrovsk,34.0
2021,Donetsk,35.1
2021,Zhytomyr,30.3
2021,Zakarpattya,41.9
2021,Zaporizhzhya,28.5
2021,Ivano-Frankivsk,37.8
2021,Kyiv,25.4
2021,Kirovohrad,19.1
2021,Luhansk,34.5
2021,Lviv,22.3
2021,Mykolayiv,20.6
2021,Odesa,19.8
2021,Poltava,26.1
2021,Rivne,32.9
2021,Sumy,28.6
2021,Ternopil,37.8
2021,Kharkiv,27.8
2021,Kherson,30.2
2021,Khmelnytskiy,28.4
2021,Cherkasy,24.0
2021,Chernivtsi,23.1
2021,Chernihiv,28.0
2021,the city of Kyiv,24.6
2021,city Sevastopol,
2022,Ukraine,20.0
2022,Autonomous Republic of Crimea,
2022,Vinnytsya,20.2
2022,Volyn,20.5
2022,Dnipropetrovsk,27.1
2022,Donetsk,22.7
2022,Zhytomyr,25.4
2022,Zakarpattya,23.1
2022,Zaporizhzhya,20.1
2022,Ivano-Frankivsk,23.3
2022,Kyiv,21.3
2022,Kirovohrad,15.9
2022,Luhansk,15.5
2022,Lviv,22.2
2022,Mykolayiv,19.6
2022,Odesa,19.4
2022,Poltava,13.6
2022,Rivne,29.1
2022,Sumy,16.5
2022,Ternopil,15.0
2022,Kharkiv,12.2
2022,Kherson,14.6
2022,Khmelnytskiy,15.6
2022,Cherkasy,17.1
2022,Chernivtsi,20.2
2022,Chernihiv,17.9
2022,the city of Kyiv,20.8
2022,city Sevastopol,
2023,Ukraine,28.2
2023,Autonomous Republic of Crimea,
2023,Vinnytsya,23.5
2023,Volyn,31.7
2023,Dnipropetrovsk,38.7
2023,Donetsk,37.3
2023,Zhytomyr,29.0
2023,Zakarpattya,31.8
2023,Zaporizhzhya,26.7
2023,Ivano-Frankivsk,36.3
2023,Kyiv,28.9
2023,Kirovohrad,24.3
2023,Luhansk,19.8
2023,Lviv,30.7
2023,Mykolayiv,21.6
2023,Odesa,25.2
2023,Poltava,24.3
2023,Rivne,37.6
2023,Sumy,22.5
2023,Ternopil,25.1
2023,Kharkiv,21.4
2023,Kherson,10.6
2023,Khmelnytskiy,23.2
2023,Cherkasy,24.3
2023,Chernivtsi,26.6
2023,Chernihiv,27.2
2023,the city of Kyiv,26.7
2023,city Sevastopol,
2024,Ukraine,29.4
2024,Autonomous Republic of Crimea,
2024,Vinnytsya,24.0
2024,Volyn,31.1
2024,Dnipropetrovsk,41.3
2024,Donetsk,30.2
2024,Zhytomyr,33.0
2024,Zakarpattya,36.5
2024,Zaporizhzhya,28.1
2024,Ivano-Frankivsk,38.2
2024,Kyiv,35.5
2024,Kirovohrad,23.6
2024,Luhansk,22.0
2024,Lviv,35.5
2024,Mykolayiv,22.9
2024,Odesa,25.8
2024,Poltava,25.9
2024,Rivne,36.2
2024,Sumy,27.5
2024,Ternopil,29.8
2024,Kharkiv,22.1
2024,Kherson,13.3
2024,Khmelnytskiy,25.3
2024,Cherkasy,31.3
2024,Chernivtsi,20.6
2024,Chernihiv,30.4
2024,the city of Kyiv,33.8
2024,city Sevastopol,
