Value,Disaggregation combinations using this value,Number of indicators
ill_10_haemophilic_infection,56,1
ill_1_tub,28,1
ill_1_tub_a,1,1
ill_2_hep,27,1
ill_2_hep_a,1,1
ill_3_m_m_r,56,1
ill_3_m_m_r_a,2,1
ill_4_diph,113,1
ill_4_diph_a,5,1
ill_5_pert,29,1
ill_5_pert_a,2,1
ill_6_polio,112,1
ill_6_polio_a,4,1
ill_7_hib,2,1
