Value,Disaggregation combinations using this value,Number of indicators
anthracite_coal,1,1
diesel_fuels,1,1
liquefied_petroleum_gases,1,1
motor_gasolines,1,1
natural_gas,1,1
non_irradiated_fuel_elements,1,1
