Indicator,Disaggregation combinations using this value
#1-1-1,1
#1-1-1-a,1
#1-1-2,1
#1-2-1,1
#1-2-1-a,1
#1-3-4,1
#16-3-2-a,1
#16-6-1,1
#7-6-1,1
#7-6-2,1
