Value,Disaggregation combinations using this value,Number of indicators
energy_water_utilities_1,1,1
healthcare_1,1,1
other_institution,1,1
tourism_recreation_culture_sport_1,1,1
transport_infrastructure_1,1,1
waste_management_1,1,1
