Year,WaterType,SupplyType,Region,Value
2016,sanitary_chemical,urban_pipelines,27_reg_Sumy,12.3
2016,sanitary_chemical,rural_pipelines,27_reg_Sumy,25.8
2016,sanitary_chemical,non_centralized_1,27_reg_Sumy,57.5
2016,radiation,urban_pipelines,27_reg_Sumy,0.0
2016,radiation,rural_pipelines,27_reg_Sumy,0.0
2016,radiation,non_centralized_1,27_reg_Sumy,0.0
2016,microbiological,urban_pipelines,28_reg_Ternopil,12.3
2016,microbiological,rural_pipelines,28_reg_Ternopil,17.2
2016,microbiological,non_centralized_1,28_reg_Ternopil,8.6
2016,sanitary_chemical,urban_pipelines,28_reg_Ternopil,10.8
2016,sanitary_chemical,rural_pipelines,28_reg_Ternopil,6.0
2016,sanitary_chemical,non_centralized_1,28_reg_Ternopil,10.0
2016,radiation,urban_pipelines,28_reg_Ternopil,0.0
2016,radiation,rural_pipelines,28_reg_Ternopil,0.0
2016,radiation,non_centralized_1,28_reg_Ternopil,0.0
2016,microbiological,urban_pipelines,29_reg_Kharkiv,3.3
2016,microbiological,rural_pipelines,29_reg_Kharkiv,10.4
2016,microbiological,non_centralized_1,29_reg_Kharkiv,46.3
2016,sanitary_chemical,urban_pipelines,29_reg_Kharkiv,16.8
2016,sanitary_chemical,rural_pipelines,29_reg_Kharkiv,20.4
2016,sanitary_chemical,non_centralized_1,29_reg_Kharkiv,44.1
2016,radiation,urban_pipelines,29_reg_Kharkiv,0.0
2016,radiation,rural_pipelines,29_reg_Kharkiv,0.0
2016,radiation,non_centralized_1,29_reg_Kharkiv,0.0
2016,microbiological,urban_pipelines,30_reg_Kherson,1.9
2016,microbiological,rural_pipelines,30_reg_Kherson,7.0
2016,microbiological,non_centralized_1,30_reg_Kherson,15.9
2016,sanitary_chemical,urban_pipelines,30_reg_Kherson,12.9
2016,sanitary_chemical,rural_pipelines,30_reg_Kherson,27.2
2016,sanitary_chemical,non_centralized_1,30_reg_Kherson,37.0
2016,radiation,urban_pipelines,30_reg_Kherson,0.0
2016,radiation,rural_pipelines,30_reg_Kherson,0.0
2016,radiation,non_centralized_1,30_reg_Kherson,0.0
2016,microbiological,urban_pipelines,31_reg_Khmelnytskiy,14.5
2016,microbiological,rural_pipelines,31_reg_Khmelnytskiy,23.9
2016,microbiological,non_centralized_1,31_reg_Khmelnytskiy,7.4
2016,sanitary_chemical,urban_pipelines,31_reg_Khmelnytskiy,16.9
2016,sanitary_chemical,rural_pipelines,31_reg_Khmelnytskiy,28.3
2016,sanitary_chemical,non_centralized_1,31_reg_Khmelnytskiy,1.5
2016,radiation,urban_pipelines,31_reg_Khmelnytskiy,0.0
2016,radiation,rural_pipelines,31_reg_Khmelnytskiy,0.0
2016,radiation,non_centralized_1,31_reg_Khmelnytskiy,0.0
2016,microbiological,urban_pipelines,32_reg_Cherkasy,3.0
2016,microbiological,rural_pipelines,32_reg_Cherkasy,9.1
2016,microbiological,non_centralized_1,32_reg_Cherkasy,18.4
2016,sanitary_chemical,urban_pipelines,32_reg_Cherkasy,5.7
2016,sanitary_chemical,rural_pipelines,32_reg_Cherkasy,5.5
2016,sanitary_chemical,non_centralized_1,32_reg_Cherkasy,38.3
2016,radiation,urban_pipelines,32_reg_Cherkasy,0.0
2016,radiation,rural_pipelines,32_reg_Cherkasy,0.0
2016,radiation,non_centralized_1,32_reg_Cherkasy,0.0
2016,microbiological,urban_pipelines,33_reg_Chernivtsi,1.8
2016,microbiological,rural_pipelines,33_reg_Chernivtsi,0.0
2016,microbiological,non_centralized_1,33_reg_Chernivtsi,12.1
2016,sanitary_chemical,urban_pipelines,33_reg_Chernivtsi,0.3
2016,sanitary_chemical,rural_pipelines,33_reg_Chernivtsi,0.0
2016,sanitary_chemical,non_centralized_1,33_reg_Chernivtsi,37.7
2016,radiation,urban_pipelines,33_reg_Chernivtsi,0.0
2016,radiation,rural_pipelines,33_reg_Chernivtsi,0.0
2016,radiation,non_centralized_1,33_reg_Chernivtsi,0.0
2016,microbiological,urban_pipelines,34_reg_Chernihiv,2.5
2016,microbiological,rural_pipelines,34_reg_Chernihiv,8.3
2016,microbiological,non_centralized_1,34_reg_Chernihiv,6.1
2016,sanitary_chemical,urban_pipelines,34_reg_Chernihiv,2.4
2016,sanitary_chemical,rural_pipelines,34_reg_Chernihiv,4.4
2016,sanitary_chemical,non_centralized_1,34_reg_Chernihiv,35.6
2016,radiation,urban_pipelines,34_reg_Chernihiv,0.0
2016,radiation,rural_pipelines,34_reg_Chernihiv,0.0
2016,radiation,non_centralized_1,34_reg_Chernihiv,0.0
2016,microbiological,urban_pipelines,35_reg_Kyiv_city,0.5
2016,microbiological,rural_pipelines,35_reg_Kyiv_city,
2016,microbiological,non_centralized_1,35_reg_Kyiv_city,37.9
2016,sanitary_chemical,urban_pipelines,35_reg_Kyiv_city,1.3
2016,sanitary_chemical,rural_pipelines,35_reg_Kyiv_city,
2016,sanitary_chemical,non_centralized_1,35_reg_Kyiv_city,79.1
2016,radiation,urban_pipelines,35_reg_Kyiv_city,0.0
2016,radiation,rural_pipelines,35_reg_Kyiv_city,
2016,radiation,non_centralized_1,35_reg_Kyiv_city,0.0
2016,microbiological,urban_pipelines,city_Sevastopol,
2016,microbiological,rural_pipelines,city_Sevastopol,
2016,microbiological,non_centralized_1,city_Sevastopol,
2016,sanitary_chemical,urban_pipelines,city_Sevastopol,
2016,sanitary_chemical,rural_pipelines,city_Sevastopol,
2016,sanitary_chemical,non_centralized_1,city_Sevastopol,
2016,radiation,urban_pipelines,city_Sevastopol,
2016,radiation,rural_pipelines,city_Sevastopol,
2016,radiation,non_centralized_1,city_Sevastopol,
2017,microbiological,urban_pipelines,Ukraine,4.6
2017,microbiological,rural_pipelines,Ukraine,11.2
2017,microbiological,non_centralized_1,Ukraine,20.4
2017,microbiological,centralized,Ukraine,6.7
2017,microbiological,urban_pipelines,Ukraine,4.6
2017,microbiological,rural_pipelines,Ukraine,11.2
2017,microbiological,non_centralized_1,Ukraine,20.4
2017,sanitary_chemical,urban_pipelines,Ukraine,16.2
2017,sanitary_chemical,rural_pipelines,Ukraine,27.4
2017,sanitary_chemical,non_centralized_1,Ukraine,32.6
2017,radiation,urban_pipelines,Ukraine,4.3
2017,radiation,rural_pipelines,Ukraine,6.6
2017,radiation,non_centralized_1,Ukraine,3.0
2017,microbiological,urban_pipelines,autonomous_Republic_of_Crimea,
2017,microbiological,rural_pipelines,autonomous_Republic_of_Crimea,
2017,microbiological,non_centralized_1,autonomous_Republic_of_Crimea,
2017,sanitary_chemical,urban_pipelines,autonomous_Republic_of_Crimea,
2017,sanitary_chemical,rural_pipelines,autonomous_Republic_of_Crimea,
2017,sanitary_chemical,non_centralized_1,autonomous_Republic_of_Crimea,
2017,radiation,urban_pipelines,autonomous_Republic_of_Crimea,
2017,radiation,rural_pipelines,autonomous_Republic_of_Crimea,
2017,radiation,non_centralized_1,autonomous_Republic_of_Crimea,
2017,microbiological,urban_pipelines,11_reg_Vinnytsya,7.2
2017,microbiological,rural_pipelines,11_reg_Vinnytsya,11.2
2017,microbiological,non_centralized_1,11_reg_Vinnytsya,32.6
2017,sanitary_chemical,urban_pipelines,11_reg_Vinnytsya,10.4
2017,sanitary_chemical,rural_pipelines,11_reg_Vinnytsya,10.2
2017,sanitary_chemical,non_centralized_1,11_reg_Vinnytsya,29.5
2017,radiation,urban_pipelines,11_reg_Vinnytsya,0.0
2017,radiation,rural_pipelines,11_reg_Vinnytsya,0.0
2017,radiation,non_centralized_1,11_reg_Vinnytsya,0.0
2017,microbiological,urban_pipelines,12_reg_Volyn,1.2
2017,microbiological,rural_pipelines,12_reg_Volyn,4.2
2017,microbiological,non_centralized_1,12_reg_Volyn,9.1
2017,sanitary_chemical,urban_pipelines,12_reg_Volyn,3.7
2017,sanitary_chemical,rural_pipelines,12_reg_Volyn,9.2
2017,sanitary_chemical,non_centralized_1,12_reg_Volyn,29.2
2017,radiation,urban_pipelines,12_reg_Volyn,0.0
2017,radiation,rural_pipelines,12_reg_Volyn,0.0
2017,radiation,non_centralized_1,12_reg_Volyn,0.0
2017,microbiological,urban_pipelines,13_reg_Dnipropetrovsk,3.1
2017,microbiological,rural_pipelines,13_reg_Dnipropetrovsk,0.0
2017,microbiological,non_centralized_1,13_reg_Dnipropetrovsk,4.2
2017,sanitary_chemical,urban_pipelines,13_reg_Dnipropetrovsk,18.3
2017,sanitary_chemical,rural_pipelines,13_reg_Dnipropetrovsk,69.4
2017,sanitary_chemical,non_centralized_1,13_reg_Dnipropetrovsk,33.8
2017,radiation,urban_pipelines,13_reg_Dnipropetrovsk,0.0
2017,radiation,rural_pipelines,13_reg_Dnipropetrovsk,0.0
2017,radiation,non_centralized_1,13_reg_Dnipropetrovsk,0.0
2017,microbiological,urban_pipelines,14_reg_Donetsk,5.8
2017,microbiological,rural_pipelines,14_reg_Donetsk,10.3
2017,microbiological,non_centralized_1,14_reg_Donetsk,41.1
2017,sanitary_chemical,urban_pipelines,14_reg_Donetsk,18.0
2017,sanitary_chemical,rural_pipelines,14_reg_Donetsk,24.8
2017,sanitary_chemical,non_centralized_1,14_reg_Donetsk,63.5
2017,radiation,urban_pipelines,14_reg_Donetsk,0.0
2017,radiation,rural_pipelines,14_reg_Donetsk,0.0
2017,radiation,non_centralized_1,14_reg_Donetsk,0.0
2017,microbiological,urban_pipelines,15_reg_Zhytomyr,5.0
2017,microbiological,rural_pipelines,15_reg_Zhytomyr,16.9
2017,microbiological,non_centralized_1,15_reg_Zhytomyr,29.8
2017,sanitary_chemical,urban_pipelines,15_reg_Zhytomyr,19.5
2017,sanitary_chemical,rural_pipelines,15_reg_Zhytomyr,30.7
2017,sanitary_chemical,non_centralized_1,15_reg_Zhytomyr,37.2
2017,radiation,urban_pipelines,15_reg_Zhytomyr,11.2
2017,radiation,rural_pipelines,15_reg_Zhytomyr,8.9
2017,radiation,non_centralized_1,15_reg_Zhytomyr,2.3
2017,microbiological,urban_pipelines,16_reg_Zakarpattya,8.3
2017,microbiological,rural_pipelines,16_reg_Zakarpattya,9.2
2017,microbiological,non_centralized_1,16_reg_Zakarpattya,14.8
2017,sanitary_chemical,urban_pipelines,16_reg_Zakarpattya,1.5
2017,sanitary_chemical,rural_pipelines,16_reg_Zakarpattya,5.7
2017,sanitary_chemical,non_centralized_1,16_reg_Zakarpattya,14.0
2017,radiation,urban_pipelines,16_reg_Zakarpattya,0.0
2017,radiation,rural_pipelines,16_reg_Zakarpattya,0.0
2017,radiation,non_centralized_1,16_reg_Zakarpattya,0.0
2017,microbiological,urban_pipelines,17_reg_Zaporizhzhya,2.3
2017,microbiological,rural_pipelines,17_reg_Zaporizhzhya,3.5
2017,microbiological,non_centralized_1,17_reg_Zaporizhzhya,19.3
2017,sanitary_chemical,urban_pipelines,17_reg_Zaporizhzhya,23.8
2017,sanitary_chemical,rural_pipelines,17_reg_Zaporizhzhya,40.0
2017,sanitary_chemical,non_centralized_1,17_reg_Zaporizhzhya,54.8
2017,radiation,urban_pipelines,17_reg_Zaporizhzhya,20.6
2017,radiation,rural_pipelines,17_reg_Zaporizhzhya,0.0
2017,radiation,non_centralized_1,17_reg_Zaporizhzhya,0.0
2017,microbiological,urban_pipelines,18_reg_Ivano-Frankivsk,3.3
2017,microbiological,rural_pipelines,18_reg_Ivano-Frankivsk,2.9
2017,microbiological,non_centralized_1,18_reg_Ivano-Frankivsk,28.2
2017,sanitary_chemical,urban_pipelines,18_reg_Ivano-Frankivsk,4.9
2017,sanitary_chemical,rural_pipelines,18_reg_Ivano-Frankivsk,7.1
2017,sanitary_chemical,non_centralized_1,18_reg_Ivano-Frankivsk,12.4
2017,radiation,urban_pipelines,18_reg_Ivano-Frankivsk,0.0
2017,radiation,rural_pipelines,18_reg_Ivano-Frankivsk,0.0
2017,radiation,non_centralized_1,18_reg_Ivano-Frankivsk,0.0
2017,microbiological,urban_pipelines,19_reg_Kyiv,3.5
2017,microbiological,rural_pipelines,19_reg_Kyiv,14.7
2017,microbiological,non_centralized_1,19_reg_Kyiv,21.8
2017,sanitary_chemical,urban_pipelines,19_reg_Kyiv,25.0
2017,sanitary_chemical,rural_pipelines,19_reg_Kyiv,42.0
2017,sanitary_chemical,non_centralized_1,19_reg_Kyiv,34.1
2017,radiation,urban_pipelines,19_reg_Kyiv,0.0
2017,radiation,rural_pipelines,19_reg_Kyiv,0.0
2017,radiation,non_centralized_1,19_reg_Kyiv,0.0
2017,microbiological,urban_pipelines,20_reg_Kirovohrad,3.6
2017,microbiological,rural_pipelines,20_reg_Kirovohrad,8.2
2017,microbiological,non_centralized_1,20_reg_Kirovohrad,17.0
2017,sanitary_chemical,urban_pipelines,20_reg_Kirovohrad,19.4
2017,sanitary_chemical,rural_pipelines,20_reg_Kirovohrad,20.4
2017,sanitary_chemical,non_centralized_1,20_reg_Kirovohrad,63.4
2017,radiation,urban_pipelines,20_reg_Kirovohrad,0.0
2017,radiation,rural_pipelines,20_reg_Kirovohrad,0.0
2017,radiation,non_centralized_1,20_reg_Kirovohrad,20.1
2017,microbiological,urban_pipelines,21_reg_Luhansk,1.7
2017,microbiological,rural_pipelines,21_reg_Luhansk,1.4
2017,microbiological,non_centralized_1,21_reg_Luhansk,9.7
2017,sanitary_chemical,urban_pipelines,21_reg_Luhansk,32.1
2017,sanitary_chemical,rural_pipelines,21_reg_Luhansk,86.0
2017,sanitary_chemical,non_centralized_1,21_reg_Luhansk,46.2
2017,radiation,urban_pipelines,21_reg_Luhansk,0.0
2017,radiation,rural_pipelines,21_reg_Luhansk,0.0
2017,radiation,non_centralized_1,21_reg_Luhansk,0.0
2017,microbiological,urban_pipelines,22_reg_Lviv,4.9
2017,microbiological,rural_pipelines,22_reg_Lviv,5.9
2017,microbiological,non_centralized_1,22_reg_Lviv,17.1
2017,sanitary_chemical,urban_pipelines,22_reg_Lviv,1.3
2017,sanitary_chemical,rural_pipelines,22_reg_Lviv,5.5
2017,sanitary_chemical,non_centralized_1,22_reg_Lviv,16.1
2017,radiation,urban_pipelines,22_reg_Lviv,0.0
2017,radiation,rural_pipelines,22_reg_Lviv,0.0
2017,radiation,non_centralized_1,22_reg_Lviv,0.0
2017,microbiological,urban_pipelines,23_reg_Mykolayiv,7.2
2017,microbiological,rural_pipelines,23_reg_Mykolayiv,28.1
2017,microbiological,non_centralized_1,23_reg_Mykolayiv,18.5
2017,sanitary_chemical,urban_pipelines,23_reg_Mykolayiv,45.8
2017,sanitary_chemical,rural_pipelines,23_reg_Mykolayiv,77.9
2017,sanitary_chemical,non_centralized_1,23_reg_Mykolayiv,80.2
2017,radiation,urban_pipelines,23_reg_Mykolayiv,0.0
2017,radiation,rural_pipelines,23_reg_Mykolayiv,0.0
2017,radiation,non_centralized_1,23_reg_Mykolayiv,0.0
2017,microbiological,urban_pipelines,24_reg_Odesa,8.8
2017,microbiological,rural_pipelines,24_reg_Odesa,16.8
2017,microbiological,non_centralized_1,24_reg_Odesa,24.5
2017,sanitary_chemical,urban_pipelines,24_reg_Odesa,13.3
2017,sanitary_chemical,rural_pipelines,24_reg_Odesa,16.6
2017,sanitary_chemical,non_centralized_1,24_reg_Odesa,53.7
2017,radiation,urban_pipelines,24_reg_Odesa,0.0
2017,radiation,rural_pipelines,24_reg_Odesa,0.0
2017,radiation,non_centralized_1,24_reg_Odesa,0.0
2017,microbiological,urban_pipelines,25_reg_Poltava,4.1
2017,microbiological,rural_pipelines,25_reg_Poltava,7.8
2017,microbiological,non_centralized_1,25_reg_Poltava,11.6
2017,sanitary_chemical,urban_pipelines,25_reg_Poltava,41.3
2017,sanitary_chemical,rural_pipelines,25_reg_Poltava,35.0
2017,sanitary_chemical,non_centralized_1,25_reg_Poltava,40.4
2017,radiation,urban_pipelines,25_reg_Poltava,0.0
2017,radiation,rural_pipelines,25_reg_Poltava,0.0
2017,radiation,non_centralized_1,25_reg_Poltava,0.0
2017,microbiological,urban_pipelines,26_reg_Rivne,8.0
2017,microbiological,rural_pipelines,26_reg_Rivne,24.3
2017,microbiological,non_centralized_1,26_reg_Rivne,31.1
2017,sanitary_chemical,urban_pipelines,26_reg_Rivne,20.2
2017,sanitary_chemical,rural_pipelines,26_reg_Rivne,28.8
2017,sanitary_chemical,non_centralized_1,26_reg_Rivne,34.1
2017,radiation,urban_pipelines,26_reg_Rivne,0.0
2017,radiation,rural_pipelines,26_reg_Rivne,0.0
2017,radiation,non_centralized_1,26_reg_Rivne,0.0
2017,microbiological,urban_pipelines,27_reg_Sumy,5.0
2017,microbiological,rural_pipelines,27_reg_Sumy,10.5
2017,microbiological,non_centralized_1,27_reg_Sumy,29.4
2017,sanitary_chemical,urban_pipelines,27_reg_Sumy,13.5
2017,sanitary_chemical,rural_pipelines,27_reg_Sumy,25.2
2017,sanitary_chemical,non_centralized_1,27_reg_Sumy,50.8
2017,radiation,urban_pipelines,27_reg_Sumy,0.0
2017,radiation,rural_pipelines,27_reg_Sumy,0.0
2017,radiation,non_centralized_1,27_reg_Sumy,0.0
2017,microbiological,urban_pipelines,28_reg_Ternopil,11.6
2017,microbiological,rural_pipelines,28_reg_Ternopil,23.3
2017,microbiological,non_centralized_1,28_reg_Ternopil,24.7
2017,sanitary_chemical,urban_pipelines,28_reg_Ternopil,3.9
2017,sanitary_chemical,rural_pipelines,28_reg_Ternopil,10.7
2017,sanitary_chemical,non_centralized_1,28_reg_Ternopil,23.6
2017,radiation,urban_pipelines,28_reg_Ternopil,0.0
2017,radiation,rural_pipelines,28_reg_Ternopil,0.0
2017,radiation,non_centralized_1,28_reg_Ternopil,0.0
2017,microbiological,urban_pipelines,29_reg_Kharkiv,2.7
2017,microbiological,rural_pipelines,29_reg_Kharkiv,14.0
2017,microbiological,non_centralized_1,29_reg_Kharkiv,29.5
2017,sanitary_chemical,urban_pipelines,29_reg_Kharkiv,21.4
2017,sanitary_chemical,rural_pipelines,29_reg_Kharkiv,23.6
2017,sanitary_chemical,non_centralized_1,29_reg_Kharkiv,49.6
2017,radiation,urban_pipelines,29_reg_Kharkiv,0.0
2017,radiation,rural_pipelines,29_reg_Kharkiv,0.0
2017,radiation,non_centralized_1,29_reg_Kharkiv,0.0
2017,microbiological,urban_pipelines,30_reg_Kherson,1.5
2017,microbiological,rural_pipelines,30_reg_Kherson,6.7
2017,microbiological,non_centralized_1,30_reg_Kherson,6.1
2017,sanitary_chemical,urban_pipelines,30_reg_Kherson,14.2
2017,sanitary_chemical,rural_pipelines,30_reg_Kherson,30.9
2017,sanitary_chemical,non_centralized_1,30_reg_Kherson,26.2
2017,radiation,urban_pipelines,30_reg_Kherson,0.0
2017,radiation,rural_pipelines,30_reg_Kherson,0.0
2017,radiation,non_centralized_1,30_reg_Kherson,0.0
2017,microbiological,urban_pipelines,31_reg_Khmelnytskiy,7.9
2017,microbiological,rural_pipelines,31_reg_Khmelnytskiy,21.9
2017,microbiological,non_centralized_1,31_reg_Khmelnytskiy,32.6
2017,sanitary_chemical,urban_pipelines,31_reg_Khmelnytskiy,19.5
2017,sanitary_chemical,rural_pipelines,31_reg_Khmelnytskiy,28.7
2017,sanitary_chemical,non_centralized_1,31_reg_Khmelnytskiy,38.1
2017,radiation,urban_pipelines,31_reg_Khmelnytskiy,0.0
2017,radiation,rural_pipelines,31_reg_Khmelnytskiy,0.0
2017,radiation,non_centralized_1,31_reg_Khmelnytskiy,0.0
2017,microbiological,urban_pipelines,32_reg_Cherkasy,3.8
2017,microbiological,rural_pipelines,32_reg_Cherkasy,6.6
2017,microbiological,non_centralized_1,32_reg_Cherkasy,11.2
2017,sanitary_chemical,urban_pipelines,32_reg_Cherkasy,5.8
2017,sanitary_chemical,rural_pipelines,32_reg_Cherkasy,7.8
2017,sanitary_chemical,non_centralized_1,32_reg_Cherkasy,35.1
2017,radiation,urban_pipelines,32_reg_Cherkasy,0.0
2017,radiation,rural_pipelines,32_reg_Cherkasy,0.0
2017,radiation,non_centralized_1,32_reg_Cherkasy,0.0
2017,microbiological,urban_pipelines,33_reg_Chernivtsi,5.4
2017,microbiological,rural_pipelines,33_reg_Chernivtsi,5.1
2017,microbiological,non_centralized_1,33_reg_Chernivtsi,9.4
2017,sanitary_chemical,urban_pipelines,33_reg_Chernivtsi,2.5
2017,sanitary_chemical,rural_pipelines,33_reg_Chernivtsi,2.0
2017,sanitary_chemical,non_centralized_1,33_reg_Chernivtsi,3.8
2017,radiation,urban_pipelines,33_reg_Chernivtsi,0.0
2017,radiation,rural_pipelines,33_reg_Chernivtsi,0.0
2017,radiation,non_centralized_1,33_reg_Chernivtsi,0.0
2017,microbiological,urban_pipelines,34_reg_Chernihiv,1.8
2017,microbiological,rural_pipelines,34_reg_Chernihiv,9.1
2017,microbiological,non_centralized_1,34_reg_Chernihiv,18.1
2017,sanitary_chemical,urban_pipelines,34_reg_Chernihiv,3.4
2017,sanitary_chemical,rural_pipelines,34_reg_Chernihiv,8.3
2017,sanitary_chemical,non_centralized_1,34_reg_Chernihiv,34.7
2017,radiation,urban_pipelines,34_reg_Chernihiv,0.0
2017,radiation,rural_pipelines,34_reg_Chernihiv,0.0
2017,radiation,non_centralized_1,34_reg_Chernihiv,0.0
2017,microbiological,urban_pipelines,35_reg_Kyiv_city,2.8
2017,microbiological,rural_pipelines,35_reg_Kyiv_city,
2017,microbiological,non_centralized_1,35_reg_Kyiv_city,6.4
2017,sanitary_chemical,urban_pipelines,35_reg_Kyiv_city,2.9
2017,sanitary_chemical,rural_pipelines,35_reg_Kyiv_city,
2017,sanitary_chemical,non_centralized_1,35_reg_Kyiv_city,19.7
2017,radiation,urban_pipelines,35_reg_Kyiv_city,0.0
2017,radiation,rural_pipelines,35_reg_Kyiv_city,
2017,radiation,non_centralized_1,35_reg_Kyiv_city,0.0
2017,microbiological,urban_pipelines,city_Sevastopol,
2017,microbiological,rural_pipelines,city_Sevastopol,
2017,microbiological,non_centralized_1,city_Sevastopol,
2017,sanitary_chemical,urban_pipelines,city_Sevastopol,
2017,sanitary_chemical,rural_pipelines,city_Sevastopol,
2017,sanitary_chemical,non_centralized_1,city_Sevastopol,
2017,radiation,urban_pipelines,city_Sevastopol,
2017,radiation,rural_pipelines,city_Sevastopol,
2017,radiation,non_centralized_1,city_Sevastopol,
2018,microbiological,urban_pipelines,Ukraine,5.1
2018,microbiological,rural_pipelines,Ukraine,11.8
2018,microbiological,non_centralized_1,Ukraine,23.4
2018,microbiological,centralized,Ukraine,7.7
2018,microbiological,urban_pipelines,Ukraine,5.1
2018,microbiological,rural_pipelines,Ukraine,11.8
2018,microbiological,non_centralized_1,Ukraine,23.4
2018,sanitary_chemical,urban_pipelines,Ukraine,18.5
2018,sanitary_chemical,rural_pipelines,Ukraine,29.8
2018,sanitary_chemical,non_centralized_1,Ukraine,34.4
2018,radiation,urban_pipelines,Ukraine,4.0
2018,radiation,rural_pipelines,Ukraine,9.8
2018,radiation,non_centralized_1,Ukraine,2.5
2018,microbiological,urban_pipelines,autonomous_Republic_of_Crimea,
2018,microbiological,rural_pipelines,autonomous_Republic_of_Crimea,
2018,microbiological,non_centralized_1,autonomous_Republic_of_Crimea,
2018,sanitary_chemical,urban_pipelines,autonomous_Republic_of_Crimea,
2018,sanitary_chemical,rural_pipelines,autonomous_Republic_of_Crimea,
2018,sanitary_chemical,non_centralized_1,autonomous_Republic_of_Crimea,
2018,radiation,urban_pipelines,autonomous_Republic_of_Crimea,
2018,radiation,rural_pipelines,autonomous_Republic_of_Crimea,
2018,radiation,non_centralized_1,autonomous_Republic_of_Crimea,
2018,microbiological,urban_pipelines,11_reg_Vinnytsya,9.7
2018,microbiological,rural_pipelines,11_reg_Vinnytsya,20.5
2018,microbiological,non_centralized_1,11_reg_Vinnytsya,35.7
2018,sanitary_chemical,urban_pipelines,11_reg_Vinnytsya,15.6
2018,sanitary_chemical,rural_pipelines,11_reg_Vinnytsya,19.8
2018,sanitary_chemical,non_centralized_1,11_reg_Vinnytsya,40.7
2018,radiation,urban_pipelines,11_reg_Vinnytsya,0.0
2018,radiation,rural_pipelines,11_reg_Vinnytsya,0.0
2018,radiation,non_centralized_1,11_reg_Vinnytsya,0.0
2018,microbiological,urban_pipelines,12_reg_Volyn,1.8
2018,microbiological,rural_pipelines,12_reg_Volyn,8.0
2018,microbiological,non_centralized_1,12_reg_Volyn,7.4
2018,sanitary_chemical,urban_pipelines,12_reg_Volyn,3.1
2018,sanitary_chemical,rural_pipelines,12_reg_Volyn,11.9
2018,sanitary_chemical,non_centralized_1,12_reg_Volyn,24.5
2018,radiation,urban_pipelines,12_reg_Volyn,0.0
2018,radiation,rural_pipelines,12_reg_Volyn,0.0
2018,radiation,non_centralized_1,12_reg_Volyn,0.0
2018,microbiological,urban_pipelines,13_reg_Dnipropetrovsk,6.3
2018,microbiological,rural_pipelines,13_reg_Dnipropetrovsk,11.6
2018,microbiological,non_centralized_1,13_reg_Dnipropetrovsk,10.7
2018,sanitary_chemical,urban_pipelines,13_reg_Dnipropetrovsk,26.3
2018,sanitary_chemical,rural_pipelines,13_reg_Dnipropetrovsk,63.4
2018,sanitary_chemical,non_centralized_1,13_reg_Dnipropetrovsk,29.5
2018,radiation,urban_pipelines,13_reg_Dnipropetrovsk,0.0
2018,radiation,rural_pipelines,13_reg_Dnipropetrovsk,0.0
2018,radiation,non_centralized_1,13_reg_Dnipropetrovsk,0.0
2018,microbiological,urban_pipelines,14_reg_Donetsk,4.6
2018,microbiological,rural_pipelines,14_reg_Donetsk,11.3
2018,microbiological,non_centralized_1,14_reg_Donetsk,26.6
2018,sanitary_chemical,urban_pipelines,14_reg_Donetsk,21.7
2018,sanitary_chemical,rural_pipelines,14_reg_Donetsk,16.2
2018,sanitary_chemical,non_centralized_1,14_reg_Donetsk,58.3
2018,radiation,urban_pipelines,14_reg_Donetsk,0.0
2018,radiation,rural_pipelines,14_reg_Donetsk,0.0
2018,radiation,non_centralized_1,14_reg_Donetsk,0.0
2018,microbiological,urban_pipelines,15_reg_Zhytomyr,6.5
2018,microbiological,rural_pipelines,15_reg_Zhytomyr,11.4
2018,microbiological,non_centralized_1,15_reg_Zhytomyr,30.9
2018,sanitary_chemical,urban_pipelines,15_reg_Zhytomyr,27.9
2018,sanitary_chemical,rural_pipelines,15_reg_Zhytomyr,48.4
2018,sanitary_chemical,non_centralized_1,15_reg_Zhytomyr,42.8
2018,radiation,urban_pipelines,15_reg_Zhytomyr,9.8
2018,radiation,rural_pipelines,15_reg_Zhytomyr,21.0
2018,radiation,non_centralized_1,15_reg_Zhytomyr,1.4
2018,microbiological,urban_pipelines,16_reg_Zakarpattya,14.1
2018,microbiological,rural_pipelines,16_reg_Zakarpattya,25.7
2018,microbiological,non_centralized_1,16_reg_Zakarpattya,27.9
2018,sanitary_chemical,urban_pipelines,16_reg_Zakarpattya,2.9
2018,sanitary_chemical,rural_pipelines,16_reg_Zakarpattya,6.4
2018,sanitary_chemical,non_centralized_1,16_reg_Zakarpattya,13.1
2018,radiation,urban_pipelines,16_reg_Zakarpattya,0.0
2018,radiation,rural_pipelines,16_reg_Zakarpattya,0.0
2018,radiation,non_centralized_1,16_reg_Zakarpattya,0.0
2018,microbiological,urban_pipelines,17_reg_Zaporizhzhya,1.4
2018,microbiological,rural_pipelines,17_reg_Zaporizhzhya,4.3
2018,microbiological,non_centralized_1,17_reg_Zaporizhzhya,13.7
2018,sanitary_chemical,urban_pipelines,17_reg_Zaporizhzhya,26.0
2018,sanitary_chemical,rural_pipelines,17_reg_Zaporizhzhya,39.3
2018,sanitary_chemical,non_centralized_1,17_reg_Zaporizhzhya,49.8
2018,radiation,urban_pipelines,17_reg_Zaporizhzhya,25.2
2018,radiation,rural_pipelines,17_reg_Zaporizhzhya,0.0
2018,radiation,non_centralized_1,17_reg_Zaporizhzhya,46.7
