Year,Region,Value
2023,Odesa,166.343
2024,Odesa,166.979
2015,Poltava,142.413
2016,Poltava,142.447
2017,Poltava,142.447
2018,Poltava,142.473
2019,Poltava,142.55
2020,Poltava,142.79
2021,Poltava,142.79
2022,Poltava,143.157
2023,Poltava,144.18
2024,Poltava,144.189
2015,Rivne,177.45
2016,Rivne,177.463
2017,Rivne,177.456
2018,Rivne,177.459
2019,Rivne,199.478
2020,Rivne,199.545
2021,Rivne,199.88
2022,Rivne,225.028
2023,Rivne,225.028
2024,Rivne,225.042
2015,Sumy,176.509
2016,Sumy,176.7
2017,Sumy,176.813
2018,Sumy,177.033
2019,Sumy,178.589
2020,Sumy,178.589
2021,Sumy,179.421
2022,Sumy,179.421
2023,Sumy,179.538
2024,Sumy,179.633
2015,Ternopil,122.908
2016,Ternopil,123.219
2017,Ternopil,123.273
2018,Ternopil,123.212
2019,Ternopil,124.186
2020,Ternopil,123.349
2021,Ternopil,123.629
2022,Ternopil,123.907
2023,Ternopil,123.883
2024,Ternopil,123.88
2015,Kharkiv,74.151
2016,Kharkiv,74.151
2017,Kharkiv,74.437
2018,Kharkiv,74.844
2019,Kharkiv,74.844
2020,Kharkiv,74.844
2021,Kharkiv,74.877
2022,Kharkiv,74.877
2023,Kharkiv,74.877
2024,Kharkiv,74.888
2015,Kherson,302.679
2016,Kherson,302.783
2017,Kherson,302.783
2018,Kherson,302.783
2019,Kherson,318.695
2020,Kherson,319.316
2021,Kherson,319.316
2022,Kherson,319.316
2023,Kherson,319.316
2024,Kherson,319.316
2015,Khmelnytskiy,312.48
2016,Khmelnytskiy,312.482
2017,Khmelnytskiy,312.482
2018,Khmelnytskiy,312.482
2019,Khmelnytskiy,312.579
2020,Khmelnytskiy,313.084
2021,Khmelnytskiy,313.084
2022,Khmelnytskiy,313.084
2023,Khmelnytskiy,313.105
2024,Khmelnytskiy,313.148
2015,Cherkasy,63.118
2016,Cherkasy,63.907
2017,Cherkasy,64.008
2018,Cherkasy,64.119
2019,Cherkasy,64.596
2020,Cherkasy,64.746
2021,Cherkasy,64.86
2022,Cherkasy,71.717
2023,Cherkasy,70.36
2024,Cherkasy,70.482
2015,Chernivtsi,103.598
2016,Chernivtsi,103.598
2017,Chernivtsi,103.598
2018,Chernivtsi,103.598
2019,Chernivtsi,103.599
2020,Chernivtsi,103.599
2021,Chernivtsi,104.326
2022,Chernivtsi,104.457
2023,Chernivtsi,104.457
2024,Chernivtsi,104.457
2015,Chernihiv,249.285
2016,Chernihiv,249.29
2017,Chernihiv,249.365
2018,Chernihiv,249.381
2019,Chernihiv,250.537
2020,Chernihiv,250.72
2021,Chernihiv,250.867
2022,Chernihiv,251.23
2023,Chernihiv,251.443
2024,Chernihiv,251.646
2015,the city of Kyiv,17.559
2016,the city of Kyiv,17.711
2017,the city of Kyiv,17.711
2018,the city of Kyiv,17.727
2019,the city of Kyiv,18.092
2020,the city of Kyiv,21.149
2021,the city of Kyiv,21.267
2022,the city of Kyiv,21.567
2023,the city of Kyiv,21.796
2024,the city of Kyiv,21.774
2015,city Sevastopol,26.241
2016,city Sevastopol,26.241
2017,city Sevastopol,26.241
2018,city Sevastopol,26.241
2019,city Sevastopol,26.241
2020,city Sevastopol,26.241
2021,city Sevastopol,26.241
2022,city Sevastopol,26.241
2023,city Sevastopol,26.241
2024,city Sevastopol,26.241
