Year,Region,Value
2015,Ukraine,3803.132
2016,Ukraine,3985.605
2017,Ukraine,3985.022
2018,Ukraine,3991.638
2019,Ukraine,4085.861
2020,Ukraine,4105.522
2021,Ukraine,4117.607
2022,Ukraine,4173.018
2023,Ukraine,4183.851
2024,Ukraine,4188.05
2015,Autonomous Republic of Crimea,219.319
2016,Autonomous Republic of Crimea,219.319
2017,Autonomous Republic of Crimea,219.319
2018,Autonomous Republic of Crimea,219.319
2019,Autonomous Republic of Crimea,219.319
2020,Autonomous Republic of Crimea,219.319
2021,Autonomous Republic of Crimea,219.319
2022,Autonomous Republic of Crimea,219.319
2023,Autonomous Republic of Crimea,219.319
2024,Autonomous Republic of Crimea,219.319
2015,Vinnytsya,59.394
2016,Vinnytsya,59.623
2017,Vinnytsya,59.792
2018,Vinnytsya,59.772
2019,Vinnytsya,60.106
2020,Vinnytsya,60.189
2021,Vinnytsya,60.184
2022,Vinnytsya,60.184
2023,Vinnytsya,60.213
2024,Vinnytsya,60.214
2015,Volyn,223.849
2016,Volyn,223.849
2017,Volyn,219.356
2018,Volyn,219.465
2019,Volyn,219.465
2020,Volyn,220.232
2021,Volyn,220.325
2022,Volyn,220.388
2023,Volyn,220.388
2024,Volyn,220.388
2015,Dnipropetrovsk,93.252
2016,Dnipropetrovsk,96.008
2017,Dnipropetrovsk,96.008
2018,Dnipropetrovsk,96.008
2019,Dnipropetrovsk,99.623
2020,Dnipropetrovsk,99.757
2021,Dnipropetrovsk,100.071
2022,Dnipropetrovsk,100.071
2023,Dnipropetrovsk,100.071
2024,Dnipropetrovsk,100.071
2015,Donetsk,92.959
2016,Donetsk,93.102
2017,Donetsk,93.51
2018,Donetsk,97.261
2019,Donetsk,99.997
2020,Donetsk,100.36
2021,Donetsk,100.855
2022,Donetsk,101.575
2023,Donetsk,101.642
2024,Donetsk,110.364
2015,Zhytomyr,136.582
2016,Zhytomyr,136.582
2017,Zhytomyr,136.752
2018,Zhytomyr,137.12
2019,Zhytomyr,137.646
2020,Zhytomyr,138.258
2021,Zhytomyr,141.652
2022,Zhytomyr,142.2
2023,Zhytomyr,143.167
2024,Zhytomyr,143.205
2015,Zakarpattya,178.563
2016,Zakarpattya,178.841
2017,Zakarpattya,180.506
2018,Zakarpattya,180.699
2019,Zakarpattya,192.439
2020,Zakarpattya,193.319
2021,Zakarpattya,197.903
2022,Zakarpattya,206.375
2023,Zakarpattya,206.376
2024,Zakarpattya,206.351
2015,Zaporizhzhya,124.657
2016,Zaporizhzhya,124.97
2017,Zaporizhzhya,125.056
2018,Zaporizhzhya,125.068
2019,Zaporizhzhya,138.183
2020,Zaporizhzhya,138.183
2021,Zaporizhzhya,138.518
2022,Zaporizhzhya,138.518
2023,Zaporizhzhya,138.518
2024,Zaporizhzhya,138.518
2015,Ivano-Frankivsk,218.825
2016,Ivano-Frankivsk,218.823
2017,Ivano-Frankivsk,218.817
2018,Ivano-Frankivsk,218.882
2019,Ivano-Frankivsk,218.882
2020,Ivano-Frankivsk,222.383
2021,Ivano-Frankivsk,225.543
2022,Ivano-Frankivsk,225.543
2023,Ivano-Frankivsk,229.527
2024,Ivano-Frankivsk,227.4
2015,Kyiv,113.655
2016,Kyiv,290.235
2017,Kyiv,290.746
2018,Kyiv,291.958
2019,Kyiv,292.209
2020,Kyiv,292.44
2021,Kyiv,292.706
2022,Kyiv,293.1
2023,Kyiv,296.317
2024,Kyiv,295.695
2015,Kirovohrad,99.408
2016,Kirovohrad,99.408
2017,Kirovohrad,99.408
2018,Kirovohrad,99.411
2019,Kirovohrad,100.319
2020,Kirovohrad,100.319
2021,Kirovohrad,100.405
2022,Kirovohrad,100.517
2023,Kirovohrad,100.948
2024,Kirovohrad,101.557
2015,Luhansk,92.258
2016,Luhansk,92.625
2017,Luhansk,92.933
2018,Luhansk,92.933
2019,Luhansk,93.195
2020,Luhansk,93.219
2021,Luhansk,93.221
2022,Luhansk,93.221
2023,Luhansk,93.221
2024,Luhansk,92.685
2015,Lviv,155.729
2016,Lviv,155.899
2017,Lviv,155.879
2018,Lviv,156.064
2019,Lviv,168.864
2020,Lviv,177.944
2021,Lviv,173.613
2022,Lviv,173.614
2023,Lviv,175.241
2024,Lviv,172.036
2015,Mykolayiv,75.45
2016,Mykolayiv,75.488
2017,Mykolayiv,75.488
2018,Mykolayiv,75.488
2019,Mykolayiv,77.238
2020,Mykolayiv,77.238
2021,Mykolayiv,78.048
2022,Mykolayiv,78.048
2023,Mykolayiv,78.336
2024,Mykolayiv,78.572
2015,Odesa,150.841
2016,Odesa,150.841
2017,Odesa,150.838
2018,Odesa,150.838
2019,Odesa,154.39
2020,Odesa,154.39
2021,Odesa,154.686
2022,Odesa,166.343
