Value,Disaggregation combinations using this value,Number of indicators
biogas,1,1
biomass,1,1
geothermal_power_plants,1,1
micro_mini_small_hydroelectric_plants,1,1
other_res,1,1
solar_power_plants,1,1
wind_power_plants,1,1
