Value,Disaggregation combinations using this value,Number of indicators
dg_01_a,1,1
dg_02_a,1,1
dg_03_a,1,1
dg_04_a,1,1
dg_05_a,1,1
dg_06_a,1,1
dg_07_a,1,1
dg_08_a,1,1
dg_09_a,1,1
dg_10_a,1,1
