Value,Disaggregation combinations using this value,Number of indicators
college_technical_vocational,3,1
general_school_complex,3,1
gsei,2,2
gsei_1,3,1
gymnasium,3,1
gymnasium_1,1,1
ippte,1,1
lyceum,1,1
lyceum_gymnasium_specialized,3,1
other_2,1,1
other_institution,1,1
pvtei,1,1
specialized_school,3,1
