Value,Disaggregation combinations using this value,Number of indicators
azov_river_basin_area,2,2
black_sea_river_basin_area,2,2
crimea_river_basin_area,2,2
danube_river_basin_area,2,2
dniester_river_basin_area,2,2
dnipro_river_basin_area,2,2
don_river_basin_area,2,2
southern_bug_river_basin_area,2,2
vistula_river_basin_area,2,2
