Value,Disaggregation combinations using this value,Number of indicators
dg_01,2,2
dg_02,2,2
dg_03,2,2
dg_04,2,2
dg_05,2,2
dg_06,2,2
dg_07,2,2
dg_08,2,2
dg_09,2,2
dg_10,2,2
