Value,Disaggregation combinations using this value,Number of indicators
preschool_wired_gt30,26,1
preschool_wired_or_wireless_gt30,26,1
preschool_wireless_gt30,26,1
secondary_internet_any_speed,26,1
secondary_wired_gt30,26,1
secondary_wired_or_wireless_gt30,26,1
secondary_wireless_gt30,26,1
