Value,Disaggregation combinations using this value,Number of indicators
1_сompl_higher,2,2
2_bas_higher,2,2
3_inсompl_higher,2,2
4_prof_ed,2,2
5_comp_aver,2,2
A551,2,2
group_label_214,2,2
group_label_215,2,2
group_label_279,2,2
tertiary_education,2,2
