Value,Disaggregation combinations using this value,Number of indicators
11_bread,1,1
12_meat,1,1
13_milk,1,1
14_fish,1,1
15_veg,1,1
16_fruits,1,1
17_sugar,2,2
18_oil,2,2
19_eggs,1,1
barley,1,1
corn,1,1
wheat,1,1
