Value,Disaggregation combinations using this value,Number of indicators
1_art_all,10,2
2_art_115_118,10,2
3_art_152,10,2
4_art_121,10,2
5_art_149,10,2
art_1_115,4,2
art_1_262,4,2
art_2_116,4,2
art_2_263,4,2
art_3_117,4,2
art_3_263_1,4,2
art_4_118,4,2
art_5_121,4,2
