Year,Component,Region,Age,Gender,Value
2017,com_3_adapt,14_reg_Donetsk,age_2_36_60_a,,7.8
2018,com_3_adapt,14_reg_Donetsk,age_2_36_60_a,,
2019,com_3_adapt,14_reg_Donetsk,age_2_36_60_a,,
2020,com_3_adapt,14_reg_Donetsk,age_2_36_60_a,,
2021,com_3_adapt,14_reg_Donetsk,age_36_59_a,,
2022,com_3_adapt,14_reg_Donetsk,age_36_59_a,,
2023,com_3_adapt,14_reg_Donetsk,age_36_59_a,,
2017,com_3_adapt,14_reg_Donetsk,age_3_61,,7.8
2018,com_3_adapt,14_reg_Donetsk,age_3_61,,
2019,com_3_adapt,14_reg_Donetsk,age_3_61,,
2020,com_3_adapt,14_reg_Donetsk,age_3_61,,
2021,com_3_adapt,14_reg_Donetsk,age_60_a,,
2022,com_3_adapt,14_reg_Donetsk,age_60_a,,
2023,com_3_adapt,14_reg_Donetsk,age_60_a,,
2017,com_3_adapt,14_reg_Donetsk,,males_a,7.7
2018,com_3_adapt,14_reg_Donetsk,,males_a,
2019,com_3_adapt,14_reg_Donetsk,,males_a,
2020,com_3_adapt,14_reg_Donetsk,,males_a,
2021,com_3_adapt,14_reg_Donetsk,,males_a,
2022,com_3_adapt,14_reg_Donetsk,,males_a,
2023,com_3_adapt,14_reg_Donetsk,,males_a,
2017,com_3_adapt,14_reg_Donetsk,,females_a,7.9
2018,com_3_adapt,14_reg_Donetsk,,females_a,
2019,com_3_adapt,14_reg_Donetsk,,females_a,
2020,com_3_adapt,14_reg_Donetsk,,females_a,
2021,com_3_adapt,14_reg_Donetsk,,females_a,
2022,com_3_adapt,14_reg_Donetsk,,females_a,
2023,com_3_adapt,14_reg_Donetsk,,females_a,
2017,com_3_adapt,21_reg_Luhansk,,,
2018,com_3_adapt,21_reg_Luhansk,,,
2019,com_3_adapt,21_reg_Luhansk,,,
2020,com_3_adapt,21_reg_Luhansk,,,
2021,com_3_adapt,21_reg_Luhansk,,,
2022,com_3_adapt,21_reg_Luhansk,,,
2023,com_3_adapt,21_reg_Luhansk,,,
2017,com_3_adapt,21_reg_Luhansk,age_1_18_35,,7.9
2018,com_3_adapt,21_reg_Luhansk,age_1_18_35,,
2019,com_3_adapt,21_reg_Luhansk,age_1_18_35,,
2020,com_3_adapt,21_reg_Luhansk,age_1_18_35,,
2021,com_3_adapt,21_reg_Luhansk,age_1_18_35,,
2022,com_3_adapt,21_reg_Luhansk,age_1_18_35,,
2023,com_3_adapt,21_reg_Luhansk,age_1_18_35,,
2017,com_3_adapt,21_reg_Luhansk,age_2_36_60_a,,7.9
2018,com_3_adapt,21_reg_Luhansk,age_2_36_60_a,,
2019,com_3_adapt,21_reg_Luhansk,age_2_36_60_a,,
2020,com_3_adapt,21_reg_Luhansk,age_2_36_60_a,,
2021,com_3_adapt,21_reg_Luhansk,age_36_59_a,,
2022,com_3_adapt,21_reg_Luhansk,age_36_59_a,,
2023,com_3_adapt,21_reg_Luhansk,age_36_59_a,,
2017,com_3_adapt,21_reg_Luhansk,age_3_61,,7.8
2018,com_3_adapt,21_reg_Luhansk,age_3_61,,
2019,com_3_adapt,21_reg_Luhansk,age_3_61,,
2020,com_3_adapt,21_reg_Luhansk,age_3_61,,
2021,com_3_adapt,21_reg_Luhansk,age_60_a,,
2022,com_3_adapt,21_reg_Luhansk,age_60_a,,
2023,com_3_adapt,21_reg_Luhansk,age_60_a,,
2017,com_3_adapt,21_reg_Luhansk,,males_a,7.8
2018,com_3_adapt,21_reg_Luhansk,,males_a,
2019,com_3_adapt,21_reg_Luhansk,,males_a,
2020,com_3_adapt,21_reg_Luhansk,,males_a,
2021,com_3_adapt,21_reg_Luhansk,,males_a,
2022,com_3_adapt,21_reg_Luhansk,,males_a,
2023,com_3_adapt,21_reg_Luhansk,,males_a,
2017,com_3_adapt,21_reg_Luhansk,,females_a,7.9
2018,com_3_adapt,21_reg_Luhansk,,females_a,
2019,com_3_adapt,21_reg_Luhansk,,females_a,
2020,com_3_adapt,21_reg_Luhansk,,females_a,
2021,com_3_adapt,21_reg_Luhansk,,females_a,
2022,com_3_adapt,21_reg_Luhansk,,females_a,
2023,com_3_adapt,21_reg_Luhansk,,females_a,
2017,com_3_adapt,13_reg_Dnipropetrovsk,,,
2018,com_3_adapt,13_reg_Dnipropetrovsk,,,
2019,com_3_adapt,13_reg_Dnipropetrovsk,,,
2020,com_3_adapt,13_reg_Dnipropetrovsk,,,
2021,com_3_adapt,13_reg_Dnipropetrovsk,,,
2022,com_3_adapt,13_reg_Dnipropetrovsk,,,
2023,com_3_adapt,13_reg_Dnipropetrovsk,,,
2017,com_3_adapt,13_reg_Dnipropetrovsk,age_1_18_35,,7.7
2018,com_3_adapt,13_reg_Dnipropetrovsk,age_1_18_35,,
2019,com_3_adapt,13_reg_Dnipropetrovsk,age_1_18_35,,
2020,com_3_adapt,13_reg_Dnipropetrovsk,age_1_18_35,,
2021,com_3_adapt,13_reg_Dnipropetrovsk,age_1_18_35,,
2022,com_3_adapt,13_reg_Dnipropetrovsk,age_1_18_35,,
2023,com_3_adapt,13_reg_Dnipropetrovsk,age_1_18_35,,
2017,com_3_adapt,13_reg_Dnipropetrovsk,age_2_36_60_a,,7.7
2018,com_3_adapt,13_reg_Dnipropetrovsk,age_2_36_60_a,,
2019,com_3_adapt,13_reg_Dnipropetrovsk,age_2_36_60_a,,
2020,com_3_adapt,13_reg_Dnipropetrovsk,age_2_36_60_a,,
2021,com_3_adapt,13_reg_Dnipropetrovsk,age_36_59_a,,
2022,com_3_adapt,13_reg_Dnipropetrovsk,age_36_59_a,,
2023,com_3_adapt,13_reg_Dnipropetrovsk,age_36_59_a,,
2017,com_3_adapt,13_reg_Dnipropetrovsk,age_3_61,,7.7
2018,com_3_adapt,13_reg_Dnipropetrovsk,age_3_61,,
2019,com_3_adapt,13_reg_Dnipropetrovsk,age_3_61,,
2020,com_3_adapt,13_reg_Dnipropetrovsk,age_3_61,,
2021,com_3_adapt,13_reg_Dnipropetrovsk,age_60_a,,
2022,com_3_adapt,13_reg_Dnipropetrovsk,age_60_a,,
2023,com_3_adapt,13_reg_Dnipropetrovsk,age_60_a,,
2017,com_3_adapt,13_reg_Dnipropetrovsk,,males_a,7.6
2018,com_3_adapt,13_reg_Dnipropetrovsk,,males_a,
2019,com_3_adapt,13_reg_Dnipropetrovsk,,males_a,
2020,com_3_adapt,13_reg_Dnipropetrovsk,,males_a,
2021,com_3_adapt,13_reg_Dnipropetrovsk,,males_a,
2022,com_3_adapt,13_reg_Dnipropetrovsk,,males_a,
2023,com_3_adapt,13_reg_Dnipropetrovsk,,males_a,
2017,com_3_adapt,13_reg_Dnipropetrovsk,,females_a,7.7
2018,com_3_adapt,13_reg_Dnipropetrovsk,,females_a,
2019,com_3_adapt,13_reg_Dnipropetrovsk,,females_a,
2020,com_3_adapt,13_reg_Dnipropetrovsk,,females_a,
2021,com_3_adapt,13_reg_Dnipropetrovsk,,females_a,
2022,com_3_adapt,13_reg_Dnipropetrovsk,,females_a,
2023,com_3_adapt,13_reg_Dnipropetrovsk,,females_a,
2017,com_3_adapt,17_reg_Zaporizhzhya,,,
2018,com_3_adapt,17_reg_Zaporizhzhya,,,
2019,com_3_adapt,17_reg_Zaporizhzhya,,,
2020,com_3_adapt,17_reg_Zaporizhzhya,,,
2021,com_3_adapt,17_reg_Zaporizhzhya,,,
2022,com_3_adapt,17_reg_Zaporizhzhya,,,
2023,com_3_adapt,17_reg_Zaporizhzhya,,,
2017,com_3_adapt,17_reg_Zaporizhzhya,age_1_18_35,,7.8
2018,com_3_adapt,17_reg_Zaporizhzhya,age_1_18_35,,
2019,com_3_adapt,17_reg_Zaporizhzhya,age_1_18_35,,
2020,com_3_adapt,17_reg_Zaporizhzhya,age_1_18_35,,
2021,com_3_adapt,17_reg_Zaporizhzhya,age_1_18_35,,
2022,com_3_adapt,17_reg_Zaporizhzhya,age_1_18_35,,
2023,com_3_adapt,17_reg_Zaporizhzhya,age_1_18_35,,
2017,com_3_adapt,17_reg_Zaporizhzhya,age_2_36_60_a,,7.8
2018,com_3_adapt,17_reg_Zaporizhzhya,age_2_36_60_a,,
2019,com_3_adapt,17_reg_Zaporizhzhya,age_2_36_60_a,,
2020,com_3_adapt,17_reg_Zaporizhzhya,age_2_36_60_a,,
2021,com_3_adapt,17_reg_Zaporizhzhya,age_36_59_a,,
2022,com_3_adapt,17_reg_Zaporizhzhya,age_36_59_a,,
2023,com_3_adapt,17_reg_Zaporizhzhya,age_36_59_a,,
2017,com_3_adapt,17_reg_Zaporizhzhya,age_3_61,,7.8
2018,com_3_adapt,17_reg_Zaporizhzhya,age_3_61,,
2019,com_3_adapt,17_reg_Zaporizhzhya,age_3_61,,
2020,com_3_adapt,17_reg_Zaporizhzhya,age_3_61,,
2021,com_3_adapt,17_reg_Zaporizhzhya,age_60_a,,
2022,com_3_adapt,17_reg_Zaporizhzhya,age_60_a,,
2023,com_3_adapt,17_reg_Zaporizhzhya,age_60_a,,
2017,com_3_adapt,17_reg_Zaporizhzhya,,males_a,7.6
2018,com_3_adapt,17_reg_Zaporizhzhya,,males_a,
2019,com_3_adapt,17_reg_Zaporizhzhya,,males_a,
2020,com_3_adapt,17_reg_Zaporizhzhya,,males_a,
2021,com_3_adapt,17_reg_Zaporizhzhya,,males_a,
2022,com_3_adapt,17_reg_Zaporizhzhya,,males_a,
2023,com_3_adapt,17_reg_Zaporizhzhya,,males_a,
2017,com_3_adapt,17_reg_Zaporizhzhya,,females_a,8.0
2018,com_3_adapt,17_reg_Zaporizhzhya,,females_a,
2019,com_3_adapt,17_reg_Zaporizhzhya,,females_a,
2020,com_3_adapt,17_reg_Zaporizhzhya,,females_a,
2021,com_3_adapt,17_reg_Zaporizhzhya,,females_a,
2022,com_3_adapt,17_reg_Zaporizhzhya,,females_a,
2023,com_3_adapt,17_reg_Zaporizhzhya,,females_a,
2017,com_3_adapt,29_reg_Kharkiv,,,
2018,com_3_adapt,29_reg_Kharkiv,,,
2019,com_3_adapt,29_reg_Kharkiv,,,
2020,com_3_adapt,29_reg_Kharkiv,,,
2021,com_3_adapt,29_reg_Kharkiv,,,
2022,com_3_adapt,29_reg_Kharkiv,,,
2023,com_3_adapt,29_reg_Kharkiv,,,
2017,com_3_adapt,29_reg_Kharkiv,age_1_18_35,,7.7
2018,com_3_adapt,29_reg_Kharkiv,age_1_18_35,,
2019,com_3_adapt,29_reg_Kharkiv,age_1_18_35,,
2020,com_3_adapt,29_reg_Kharkiv,age_1_18_35,,
2021,com_3_adapt,29_reg_Kharkiv,age_1_18_35,,
2022,com_3_adapt,29_reg_Kharkiv,age_1_18_35,,
2023,com_3_adapt,29_reg_Kharkiv,age_1_18_35,,
2017,com_3_adapt,29_reg_Kharkiv,age_2_36_60_a,,7.8
2018,com_3_adapt,29_reg_Kharkiv,age_2_36_60_a,,
2019,com_3_adapt,29_reg_Kharkiv,age_2_36_60_a,,
2020,com_3_adapt,29_reg_Kharkiv,age_2_36_60_a,,
2021,com_3_adapt,29_reg_Kharkiv,age_36_59_a,,
2022,com_3_adapt,29_reg_Kharkiv,age_36_59_a,,
2023,com_3_adapt,29_reg_Kharkiv,age_36_59_a,,
2017,com_3_adapt,29_reg_Kharkiv,age_3_61,,7.8
2018,com_3_adapt,29_reg_Kharkiv,age_3_61,,
2019,com_3_adapt,29_reg_Kharkiv,age_3_61,,
2020,com_3_adapt,29_reg_Kharkiv,age_3_61,,
2021,com_3_adapt,29_reg_Kharkiv,age_60_a,,
2022,com_3_adapt,29_reg_Kharkiv,age_60_a,,
2023,com_3_adapt,29_reg_Kharkiv,age_60_a,,
2017,com_3_adapt,29_reg_Kharkiv,,males_a,7.6
2018,com_3_adapt,29_reg_Kharkiv,,males_a,
2019,com_3_adapt,29_reg_Kharkiv,,males_a,
2020,com_3_adapt,29_reg_Kharkiv,,males_a,
2021,com_3_adapt,29_reg_Kharkiv,,males_a,
2022,com_3_adapt,29_reg_Kharkiv,,males_a,
2023,com_3_adapt,29_reg_Kharkiv,,males_a,
2017,com_3_adapt,29_reg_Kharkiv,,females_a,7.9
2018,com_3_adapt,29_reg_Kharkiv,,females_a,
2019,com_3_adapt,29_reg_Kharkiv,,females_a,
2020,com_3_adapt,29_reg_Kharkiv,,females_a,
2021,com_3_adapt,29_reg_Kharkiv,,females_a,
2022,com_3_adapt,29_reg_Kharkiv,,females_a,
2023,com_3_adapt,29_reg_Kharkiv,,females_a,
2017,com_4_migration,14_reg_Donetsk,,,
2018,com_4_migration,14_reg_Donetsk,,,
2019,com_4_migration,14_reg_Donetsk,,,
2020,com_4_migration,14_reg_Donetsk,,,
2021,com_4_migration,14_reg_Donetsk,,,
2022,com_4_migration,14_reg_Donetsk,,,
2023,com_4_migration,14_reg_Donetsk,,,
2017,com_4_migration,14_reg_Donetsk,age_1_18_35,,
2018,com_4_migration,14_reg_Donetsk,age_1_18_35,,5.5
2019,com_4_migration,14_reg_Donetsk,age_1_18_35,,
2020,com_4_migration,14_reg_Donetsk,age_1_18_35,,
2021,com_4_migration,14_reg_Donetsk,age_1_18_35,,
2022,com_4_migration,14_reg_Donetsk,age_1_18_35,,
2023,com_4_migration,14_reg_Donetsk,age_1_18_35,,
2017,com_4_migration,14_reg_Donetsk,age_2_36_60_a,,4.1
2018,com_4_migration,14_reg_Donetsk,age_2_36_60_a,,4.8
2019,com_4_migration,14_reg_Donetsk,age_2_36_60_a,,
2020,com_4_migration,14_reg_Donetsk,age_2_36_60_a,,
2021,com_4_migration,14_reg_Donetsk,age_36_59_a,,
2022,com_4_migration,14_reg_Donetsk,age_36_59_a,,
2023,com_4_migration,14_reg_Donetsk,age_36_59_a,,
2017,com_4_migration,14_reg_Donetsk,age_3_61,,3.3
2018,com_4_migration,14_reg_Donetsk,age_3_61,,3.8
2019,com_4_migration,14_reg_Donetsk,age_3_61,,
2020,com_4_migration,14_reg_Donetsk,age_3_61,,
2021,com_4_migration,14_reg_Donetsk,age_60_a,,
2022,com_4_migration,14_reg_Donetsk,age_60_a,,
2023,com_4_migration,14_reg_Donetsk,age_60_a,,
2017,com_4_migration,14_reg_Donetsk,,males_a,4.2
2018,com_4_migration,14_reg_Donetsk,,males_a,4.9
2019,com_4_migration,14_reg_Donetsk,,males_a,
2020,com_4_migration,14_reg_Donetsk,,males_a,
2021,com_4_migration,14_reg_Donetsk,,males_a,
2022,com_4_migration,14_reg_Donetsk,,males_a,
2023,com_4_migration,14_reg_Donetsk,,males_a,
2017,com_4_migration,14_reg_Donetsk,,females_a,4.2
2018,com_4_migration,14_reg_Donetsk,,females_a,4.6
2019,com_4_migration,14_reg_Donetsk,,females_a,
2020,com_4_migration,14_reg_Donetsk,,females_a,
2021,com_4_migration,14_reg_Donetsk,,females_a,
2022,com_4_migration,14_reg_Donetsk,,females_a,
2023,com_4_migration,14_reg_Donetsk,,females_a,
2017,com_4_migration,21_reg_Luhansk,,,
2018,com_4_migration,21_reg_Luhansk,,,
2019,com_4_migration,21_reg_Luhansk,,,
2020,com_4_migration,21_reg_Luhansk,,,
2021,com_4_migration,21_reg_Luhansk,,,
2022,com_4_migration,21_reg_Luhansk,,,
2023,com_4_migration,21_reg_Luhansk,,,
2017,com_4_migration,21_reg_Luhansk,age_1_18_35,,5.4
2018,com_4_migration,21_reg_Luhansk,age_1_18_35,,6.1
2019,com_4_migration,21_reg_Luhansk,age_1_18_35,,
2020,com_4_migration,21_reg_Luhansk,age_1_18_35,,
2021,com_4_migration,21_reg_Luhansk,age_1_18_35,,
2022,com_4_migration,21_reg_Luhansk,age_1_18_35,,
2023,com_4_migration,21_reg_Luhansk,age_1_18_35,,
2017,com_4_migration,21_reg_Luhansk,age_2_36_60_a,,4.4
2018,com_4_migration,21_reg_Luhansk,age_2_36_60_a,,5.4
2019,com_4_migration,21_reg_Luhansk,age_2_36_60_a,,
2020,com_4_migration,21_reg_Luhansk,age_2_36_60_a,,
2021,com_4_migration,21_reg_Luhansk,age_36_59_a,,
2022,com_4_migration,21_reg_Luhansk,age_36_59_a,,
2023,com_4_migration,21_reg_Luhansk,age_36_59_a,,
2017,com_4_migration,21_reg_Luhansk,age_3_61,,3.5
2018,com_4_migration,21_reg_Luhansk,age_3_61,,4.3
2019,com_4_migration,21_reg_Luhansk,age_3_61,,
2020,com_4_migration,21_reg_Luhansk,age_3_61,,
2021,com_4_migration,21_reg_Luhansk,age_60_a,,
2022,com_4_migration,21_reg_Luhansk,age_60_a,,
2023,com_4_migration,21_reg_Luhansk,age_60_a,,
2017,com_4_migration,21_reg_Luhansk,,males_a,4.4
2018,com_4_migration,21_reg_Luhansk,,males_a,5.3
2019,com_4_migration,21_reg_Luhansk,,males_a,
2020,com_4_migration,21_reg_Luhansk,,males_a,
2021,com_4_migration,21_reg_Luhansk,,males_a,
2022,com_4_migration,21_reg_Luhansk,,males_a,
2023,com_4_migration,21_reg_Luhansk,,males_a,
2017,com_4_migration,21_reg_Luhansk,,females_a,4.4
2018,com_4_migration,21_reg_Luhansk,,females_a,5.3
2019,com_4_migration,21_reg_Luhansk,,females_a,
2020,com_4_migration,21_reg_Luhansk,,females_a,
2021,com_4_migration,21_reg_Luhansk,,females_a,
2022,com_4_migration,21_reg_Luhansk,,females_a,
2023,com_4_migration,21_reg_Luhansk,,females_a,
2017,com_4_migration,13_reg_Dnipropetrovsk,,,
2018,com_4_migration,13_reg_Dnipropetrovsk,,,
2019,com_4_migration,13_reg_Dnipropetrovsk,,,
2020,com_4_migration,13_reg_Dnipropetrovsk,,,
2021,com_4_migration,13_reg_Dnipropetrovsk,,,
2022,com_4_migration,13_reg_Dnipropetrovsk,,,
2023,com_4_migration,13_reg_Dnipropetrovsk,,,
2017,com_4_migration,13_reg_Dnipropetrovsk,age_1_18_35,,5.0
2018,com_4_migration,13_reg_Dnipropetrovsk,age_1_18_35,,5.7
2019,com_4_migration,13_reg_Dnipropetrovsk,age_1_18_35,,
2020,com_4_migration,13_reg_Dnipropetrovsk,age_1_18_35,,
2021,com_4_migration,13_reg_Dnipropetrovsk,age_1_18_35,,
2022,com_4_migration,13_reg_Dnipropetrovsk,age_1_18_35,,
2023,com_4_migration,13_reg_Dnipropetrovsk,age_1_18_35,,
2017,com_4_migration,13_reg_Dnipropetrovsk,age_2_36_60_a,,4.0
2018,com_4_migration,13_reg_Dnipropetrovsk,age_2_36_60_a,,4.6
2019,com_4_migration,13_reg_Dnipropetrovsk,age_2_36_60_a,,
2020,com_4_migration,13_reg_Dnipropetrovsk,age_2_36_60_a,,
2021,com_4_migration,13_reg_Dnipropetrovsk,age_36_59_a,,
2022,com_4_migration,13_reg_Dnipropetrovsk,age_36_59_a,,
2023,com_4_migration,13_reg_Dnipropetrovsk,age_36_59_a,,
2017,com_4_migration,13_reg_Dnipropetrovsk,age_3_61,,3.2
2018,com_4_migration,13_reg_Dnipropetrovsk,age_3_61,,3.5
2019,com_4_migration,13_reg_Dnipropetrovsk,age_3_61,,
2020,com_4_migration,13_reg_Dnipropetrovsk,age_3_61,,
2021,com_4_migration,13_reg_Dnipropetrovsk,age_60_a,,
2022,com_4_migration,13_reg_Dnipropetrovsk,age_60_a,,
2023,com_4_migration,13_reg_Dnipropetrovsk,age_60_a,,
2017,com_4_migration,13_reg_Dnipropetrovsk,,males_a,4.3
2018,com_4_migration,13_reg_Dnipropetrovsk,,males_a,4.8
2019,com_4_migration,13_reg_Dnipropetrovsk,,males_a,
2020,com_4_migration,13_reg_Dnipropetrovsk,,males_a,
2021,com_4_migration,13_reg_Dnipropetrovsk,,males_a,
2022,com_4_migration,13_reg_Dnipropetrovsk,,males_a,
2023,com_4_migration,13_reg_Dnipropetrovsk,,males_a,
2017,com_4_migration,13_reg_Dnipropetrovsk,,females_a,3.9
2018,com_4_migration,13_reg_Dnipropetrovsk,,females_a,4.6
2019,com_4_migration,13_reg_Dnipropetrovsk,,females_a,
2020,com_4_migration,13_reg_Dnipropetrovsk,,females_a,
2021,com_4_migration,13_reg_Dnipropetrovsk,,females_a,
2022,com_4_migration,13_reg_Dnipropetrovsk,,females_a,
2023,com_4_migration,13_reg_Dnipropetrovsk,,females_a,
2017,com_4_migration,17_reg_Zaporizhzhya,,,
2018,com_4_migration,17_reg_Zaporizhzhya,,,
2019,com_4_migration,17_reg_Zaporizhzhya,,,
2020,com_4_migration,17_reg_Zaporizhzhya,,,
2021,com_4_migration,17_reg_Zaporizhzhya,,,
2022,com_4_migration,17_reg_Zaporizhzhya,,,
2023,com_4_migration,17_reg_Zaporizhzhya,,,
2017,com_4_migration,17_reg_Zaporizhzhya,age_1_18_35,,5.4
2018,com_4_migration,17_reg_Zaporizhzhya,age_1_18_35,,5.4
2019,com_4_migration,17_reg_Zaporizhzhya,age_1_18_35,,
2020,com_4_migration,17_reg_Zaporizhzhya,age_1_18_35,,
2021,com_4_migration,17_reg_Zaporizhzhya,age_1_18_35,,
2022,com_4_migration,17_reg_Zaporizhzhya,age_1_18_35,,
2023,com_4_migration,17_reg_Zaporizhzhya,age_1_18_35,,
2017,com_4_migration,17_reg_Zaporizhzhya,age_2_36_60_a,,4.1
2018,com_4_migration,17_reg_Zaporizhzhya,age_2_36_60_a,,4.4
2019,com_4_migration,17_reg_Zaporizhzhya,age_2_36_60_a,,
2020,com_4_migration,17_reg_Zaporizhzhya,age_2_36_60_a,,
2021,com_4_migration,17_reg_Zaporizhzhya,age_36_59_a,,
2022,com_4_migration,17_reg_Zaporizhzhya,age_36_59_a,,
2023,com_4_migration,17_reg_Zaporizhzhya,age_36_59_a,,
2017,com_4_migration,17_reg_Zaporizhzhya,age_3_61,,3.0
2018,com_4_migration,17_reg_Zaporizhzhya,age_3_61,,3.4
2019,com_4_migration,17_reg_Zaporizhzhya,age_3_61,,
2020,com_4_migration,17_reg_Zaporizhzhya,age_3_61,,
2021,com_4_migration,17_reg_Zaporizhzhya,age_60_a,,
2022,com_4_migration,17_reg_Zaporizhzhya,age_60_a,,
2023,com_4_migration,17_reg_Zaporizhzhya,age_60_a,,
2017,com_4_migration,17_reg_Zaporizhzhya,,males_a,4.2
2018,com_4_migration,17_reg_Zaporizhzhya,,males_a,4.6
2019,com_4_migration,17_reg_Zaporizhzhya,,males_a,
2020,com_4_migration,17_reg_Zaporizhzhya,,males_a,
2021,com_4_migration,17_reg_Zaporizhzhya,,males_a,
2022,com_4_migration,17_reg_Zaporizhzhya,,males_a,
2023,com_4_migration,17_reg_Zaporizhzhya,,males_a,
2017,com_4_migration,17_reg_Zaporizhzhya,,females_a,4.2
2018,com_4_migration,17_reg_Zaporizhzhya,,females_a,4.4
2019,com_4_migration,17_reg_Zaporizhzhya,,females_a,
2020,com_4_migration,17_reg_Zaporizhzhya,,females_a,
2021,com_4_migration,17_reg_Zaporizhzhya,,females_a,
2022,com_4_migration,17_reg_Zaporizhzhya,,females_a,
2023,com_4_migration,17_reg_Zaporizhzhya,,females_a,
2017,com_4_migration,29_reg_Kharkiv,,,
2018,com_4_migration,29_reg_Kharkiv,,,
2019,com_4_migration,29_reg_Kharkiv,,,
2020,com_4_migration,29_reg_Kharkiv,,,
2021,com_4_migration,29_reg_Kharkiv,,,
2022,com_4_migration,29_reg_Kharkiv,,,
2023,com_4_migration,29_reg_Kharkiv,,,
2017,com_4_migration,29_reg_Kharkiv,age_1_18_35,,5.0
2018,com_4_migration,29_reg_Kharkiv,age_1_18_35,,5.7
2019,com_4_migration,29_reg_Kharkiv,age_1_18_35,,
2020,com_4_migration,29_reg_Kharkiv,age_1_18_35,,
2021,com_4_migration,29_reg_Kharkiv,age_1_18_35,,
2022,com_4_migration,29_reg_Kharkiv,age_1_18_35,,
2023,com_4_migration,29_reg_Kharkiv,age_1_18_35,,
2017,com_4_migration,29_reg_Kharkiv,age_2_36_60_a,,4.1
2018,com_4_migration,29_reg_Kharkiv,age_2_36_60_a,,4.7
2019,com_4_migration,29_reg_Kharkiv,age_2_36_60_a,,
2020,com_4_migration,29_reg_Kharkiv,age_2_36_60_a,,
2021,com_4_migration,29_reg_Kharkiv,age_36_59_a,,
2022,com_4_migration,29_reg_Kharkiv,age_36_59_a,,
2023,com_4_migration,29_reg_Kharkiv,age_36_59_a,,
2017,com_4_migration,29_reg_Kharkiv,age_3_61,,3.2
2018,com_4_migration,29_reg_Kharkiv,age_3_61,,4.2
2019,com_4_migration,29_reg_Kharkiv,age_3_61,,
2020,com_4_migration,29_reg_Kharkiv,age_3_61,,
2021,com_4_migration,29_reg_Kharkiv,age_60_a,,
2022,com_4_migration,29_reg_Kharkiv,age_60_a,,
2023,com_4_migration,29_reg_Kharkiv,age_60_a,,
2017,com_4_migration,29_reg_Kharkiv,,males_a,4.3
2018,com_4_migration,29_reg_Kharkiv,,males_a,5.1
2019,com_4_migration,29_reg_Kharkiv,,males_a,
2020,com_4_migration,29_reg_Kharkiv,,males_a,
2021,com_4_migration,29_reg_Kharkiv,,males_a,
2022,com_4_migration,29_reg_Kharkiv,,males_a,
2023,com_4_migration,29_reg_Kharkiv,,males_a,
2017,com_4_migration,29_reg_Kharkiv,,females_a,4.1
2018,com_4_migration,29_reg_Kharkiv,,females_a,4.7
2019,com_4_migration,29_reg_Kharkiv,,females_a,
2020,com_4_migration,29_reg_Kharkiv,,females_a,
2021,com_4_migration,29_reg_Kharkiv,,females_a,
2022,com_4_migration,29_reg_Kharkiv,,females_a,
2023,com_4_migration,29_reg_Kharkiv,,females_a,
2017,com_5_dialogue,14_reg_Donetsk,,,
2018,com_5_dialogue,14_reg_Donetsk,,,
2019,com_5_dialogue,14_reg_Donetsk,,,
2020,com_5_dialogue,14_reg_Donetsk,,,
2021,com_5_dialogue,14_reg_Donetsk,,,
2022,com_5_dialogue,14_reg_Donetsk,,,
2023,com_5_dialogue,14_reg_Donetsk,,,
2017,com_5_dialogue,14_reg_Donetsk,age_1_18_35,,
2018,com_5_dialogue,14_reg_Donetsk,age_1_18_35,,6.6
2019,com_5_dialogue,14_reg_Donetsk,age_1_18_35,,
2020,com_5_dialogue,14_reg_Donetsk,age_1_18_35,,
2021,com_5_dialogue,14_reg_Donetsk,age_1_18_35,,
2022,com_5_dialogue,14_reg_Donetsk,age_1_18_35,,
2023,com_5_dialogue,14_reg_Donetsk,age_1_18_35,,
2017,com_5_dialogue,14_reg_Donetsk,age_2_36_60_a,,
2018,com_5_dialogue,14_reg_Donetsk,age_2_36_60_a,,6.7
2019,com_5_dialogue,14_reg_Donetsk,age_2_36_60_a,,
2020,com_5_dialogue,14_reg_Donetsk,age_2_36_60_a,,
2021,com_5_dialogue,14_reg_Donetsk,age_36_59_a,,
2022,com_5_dialogue,14_reg_Donetsk,age_36_59_a,,
2023,com_5_dialogue,14_reg_Donetsk,age_36_59_a,,
2017,com_5_dialogue,14_reg_Donetsk,age_3_61,,
2018,com_5_dialogue,14_reg_Donetsk,age_3_61,,6.8
2019,com_5_dialogue,14_reg_Donetsk,age_3_61,,
2020,com_5_dialogue,14_reg_Donetsk,age_3_61,,
2021,com_5_dialogue,14_reg_Donetsk,age_60_a,,
2022,com_5_dialogue,14_reg_Donetsk,age_60_a,,
2023,com_5_dialogue,14_reg_Donetsk,age_60_a,,
2017,com_5_dialogue,14_reg_Donetsk,,males_a,
2018,com_5_dialogue,14_reg_Donetsk,,males_a,6.6
2019,com_5_dialogue,14_reg_Donetsk,,males_a,
2020,com_5_dialogue,14_reg_Donetsk,,males_a,
2021,com_5_dialogue,14_reg_Donetsk,,males_a,
2022,com_5_dialogue,14_reg_Donetsk,,males_a,
2023,com_5_dialogue,14_reg_Donetsk,,males_a,
2017,com_5_dialogue,14_reg_Donetsk,,females_a,
2018,com_5_dialogue,14_reg_Donetsk,,females_a,6.8
2019,com_5_dialogue,14_reg_Donetsk,,females_a,
