Year,Value
2016,
2017,
2018,0.0
2019,57.4
2020,69.8
2021,74.8
2022,79.6
2023,79.1
2024,78.4
2025,76.5
2019,77.7
2020,88.7
2021,92.3
2022,93.0
2023,84.1
2024,76.0
2025,68.1
2019,70.6
2020,83.8
2021,89.5
2022,91.5
2023,91.2
2024,90.1
2025,87.1
2019,46.5
2020,59.7
2021,65.9
2022,74.5
2023,73.3
2024,71.2
2018,
2019,
2020,
2021,
2022,
2023,
2024,
2025,
