Year,Region,Value
2015,Ukraine,34.0
2015,Autonomous Republic of Crimea,
2015,Vinnytsya,28.5
2015,Volyn,39.3
2015,Dnipropetrovsk,47.2
2015,Donetsk,
2015,Zhytomyr,30.1
2015,Zakarpattya,11.0
2015,Zaporizhzhya,37.3
2015,Ivano-Frankivsk,27.5
2015,Kyiv,15.4
2015,Kirovohrad,46.9
2015,Luhansk,51.8
2015,Lviv,42.2
2015,Mykolayiv,25.8
2015,Odesa,39.3
2015,Poltava,28.6
2015,Rivne,19.8
2015,Sumy,21.9
2015,Ternopil,38.6
2015,Kharkiv,45.7
2015,Kherson,27.0
2015,Khmelnytskiy,34.1
2015,Cherkasy,18.7
2015,Chernivtsi,28.7
2015,Chernihiv,25.5
2015,city Kyiv,41.4
2015,city Sevastopol,
2016,Ukraine,35.3
2016,Autonomous Republic of Crimea,
2016,Vinnytsya,28.5
2016,Volyn,39.1
2016,Dnipropetrovsk,47.5
2016,Donetsk,
2016,Zhytomyr,30.0
2016,Zakarpattya,10.8
2016,Zaporizhzhya,35.5
2016,Ivano-Frankivsk,27.1
2016,Kyiv,15.2
2016,Kirovohrad,45.6
2016,Luhansk,
2016,Lviv,50.1
2016,Mykolayiv,23.7
2016,Odesa,37.5
2016,Poltava,28.7
2016,Rivne,19.5
2016,Sumy,24.1
2016,Ternopil,34.2
2016,Kharkiv,44.2
2016,Kherson,40.8
2016,Khmelnytskiy,34.1
2016,Cherkasy,30.1
2016,Chernivtsi,28.1
2016,Chernihiv,34.9
2016,city Kyiv,42.5
2016,city Sevastopol,
2017,Ukraine,34.9
2017,Autonomous Republic of Crimea,
2017,Vinnytsya,31.2
2017,Volyn,47.0
2017,Dnipropetrovsk,43.7
2017,Donetsk,72.3
2017,Zhytomyr,30.0
2017,Zakarpattya,10.8
2017,Zaporizhzhya,34.2
2017,Ivano-Frankivsk,27.5
2017,Kyiv,14.9
2017,Kirovohrad,49.5
2017,Luhansk,60.5
2017,Lviv,49.9
2017,Mykolayiv,20.1
2017,Odesa,36.3
2017,Poltava,28.9
2017,Rivne,19.9
2017,Sumy,30.0
2017,Ternopil,34.1
2017,Kharkiv,44.3
2017,Kherson,30.1
2017,Khmelnytskiy,37.1
2017,Cherkasy,29.0
2017,Chernivtsi,27.8
2017,Chernihiv,33.7
2017,city Kyiv,43.5
2017,city Sevastopol,
2018,Ukraine,33.3
2018,Autonomous Republic of Crimea,
2018,Vinnytsya,29.8
2018,Volyn,46.5
2018,Dnipropetrovsk,37.4
2018,Donetsk,54.6
2018,Zhytomyr,30.0
2018,Zakarpattya,12.3
2018,Zaporizhzhya,33.1
2018,Ivano-Frankivsk,24.7
2018,Kyiv,14.2
2018,Kirovohrad,47.6
2018,Luhansk,58.9
2018,Lviv,49.7
2018,Mykolayiv,20.2
2018,Odesa,37.5
2018,Poltava,29.0
2018,Rivne,18.7
2018,Sumy,18.7
2018,Ternopil,34.4
2018,Kharkiv,46.1
2018,Kherson,36.3
2018,Khmelnytskiy,35.8
2018,Cherkasy,29.5
2018,Chernivtsi,27.6
2018,Chernihiv,34.0
2018,city Kyiv,44.5
2018,city Sevastopol,
2019,Ukraine,38.3
2019,Autonomous Republic of Crimea,
2019,Vinnytsya,29.8
2019,Volyn,57.6
2019,Dnipropetrovsk,37.4
2019,Donetsk,61.6
2019,Zhytomyr,31.5
2019,Zakarpattya,12.2
2019,Zaporizhzhya,34.1
2019,Ivano-Frankivsk,24.1
2019,Kyiv,14.2
2019,Kirovohrad,46.6
2019,Luhansk,61.1
2019,Lviv,46.0
2019,Mykolayiv,27.3
2019,Odesa,37.6
2019,Poltava,29.2
2019,Rivne,22.9
2019,Sumy,24.3
2019,Ternopil,35.0
2019,Kharkiv,48.2
2019,Kherson,36.8
